用户ID,总行为次数,浏览商品数,活跃天数,首次行为月份,最后行为月份,平均行为小时,加购_次数,收藏_次数,浏览_次数,购买_次数,购买次数,总消费金额,客单价,购买商品种类数,偏好商品类型,年龄,性别,权益,用户所在地,浏览到收藏转化率,收藏到加购转化率,加购到购买转化率,整体转化率,R_最近购买天数,R_最近购买天数_分,购买次数_分,总消费金额_分,RFM总分,用户分层,年龄段
CUST_302320,110,72,101,1,12,0.0,26,33,33,18,17.0,13772.39,810.1405882352941,18.0,运动器材,50,男,会员,綦江区,1.0,0.7878787878787878,0.6923076923076923,0.5454545454545454,9.0,2,4,4,6,普通用户,40-50
CUST_302420,98,62,90,1,11,0.0,32,21,31,14,13.0,9444.83,726.5253846153846,14.0,健身器材,50,男,会员,阳泉市,0.6774193548387096,1.5238095238095237,0.4375,0.45161290322580644,8.0,1,3,3,5,低频用户,40-50
CUST_302444,113,71,106,1,12,0.0,27,30,47,9,9.0,8229.91,914.4344444444445,9.0,汽车配件,48,男,会员,东丽区,0.6382978723404256,0.9,0.3333333333333333,0.19148936170212766,22.0,3,2,2,1,沉睡用户,40-50
CUST_302466,157,79,136,1,12,0.0,38,37,56,26,26.0,22693.6,872.8307692307692,23.0,电子产品,24,男,会员,万宁市,0.6607142857142857,1.027027027027027,0.6842105263157895,0.4642857142857143,9.0,2,5,5,8,普通用户,20-30
CUST_302573,50,41,48,1,12,0.0,11,10,20,9,8.0,5943.07,742.88375,9.0,服装,44,女,普通,平谷区,0.5,1.1,0.8181818181818182,0.45,93.0,5,1,1,-3,沉睡用户,40-50
CUST_302617,121,73,108,1,12,0.0,24,35,37,25,23.0,16891.87,734.4291304347826,22.0,电子产品,65,男,会员,吴忠市,0.9459459459459459,0.6857142857142857,1.0416666666666667,0.6756756756756757,11.0,2,5,5,8,普通用户,60+
CUST_302664,158,84,140,1,12,0.0,27,49,53,29,29.0,21640.07,746.2093103448276,25.0,运动器材,40,男,会员,驻马店市,0.9245283018867925,0.5510204081632653,1.0740740740740742,0.5471698113207547,3.0,1,5,5,9,活跃用户,30-40
CUST_302691,88,58,84,1,12,0.0,18,21,33,16,16.0,11278.15,704.884375,14.0,电子产品,39,男,普通,鄂尔多斯市,0.6363636363636364,0.8571428571428571,0.8888888888888888,0.48484848484848486,86.0,5,3,3,1,沉睡用户,30-40
CUST_302747,140,80,124,1,12,0.0,24,29,56,31,31.0,23167.350000000002,747.333870967742,26.0,电子产品,36,男,会员,十堰市,0.5178571428571429,0.8275862068965517,1.2916666666666667,0.5535714285714286,8.0,1,5,5,9,活跃用户,30-40
CUST_302783,140,75,122,1,12,0.0,27,42,45,26,26.0,17748.12,682.62,25.0,服装,28,女,会员,松江区,0.9333333333333333,0.6428571428571429,0.9629629629629629,0.5777777777777777,0.0,1,5,5,9,活跃用户,20-30
CUST_302837,91,61,85,1,12,0.0,24,21,34,12,12.0,8976.16,748.0133333333333,12.0,服装,42,女,会员,宜昌市,0.6176470588235294,1.1428571428571428,0.5,0.35294117647058826,18.0,2,2,3,3,低频用户,40-50
CUST_302864,135,73,123,1,12,0.0,29,44,45,17,15.0,11721.54,781.436,16.0,服装,32,女,会员,茂名市,0.9777777777777777,0.6590909090909091,0.5862068965517241,0.37777777777777777,56.0,4,3,4,3,低频用户,30-40
CUST_302968,107,64,99,1,12,0.0,18,31,42,16,16.0,12315.13,769.695625,14.0,宠物用品,25,女,普通,汉中市,0.7380952380952381,0.5806451612903226,0.8888888888888888,0.38095238095238093,54.0,4,3,4,3,低频用户,20-30
CUST_303000,50,38,49,1,12,0.0,10,12,21,7,6.0,4684.58,780.7633333333333,7.0,运动器材,60,男,普通,漯河市,0.5714285714285714,0.8333333333333334,0.7,0.3333333333333333,44.0,4,1,1,-2,沉睡用户,50-60
CUST_303079,101,65,93,1,12,0.0,19,27,38,17,16.0,12853.33,803.333125,15.0,电子产品,31,男,普通,永州市,0.7105263157894737,0.7037037037037037,0.8947368421052632,0.4473684210526316,51.0,4,3,4,3,低频用户,30-40
CUST_303097,164,88,140,1,12,0.0,36,47,54,27,27.0,17877.239999999998,662.1199999999999,24.0,电子产品,36,男,会员,许昌市,0.8703703703703703,0.7659574468085106,0.75,0.5,19.0,2,5,5,8,普通用户,30-40
CUST_303221,59,50,55,1,12,0.0,9,17,20,13,13.0,7606.32,585.1015384615384,13.0,宠物用品,48,,普通,绍兴市,0.85,0.5294117647058824,1.4444444444444444,0.65,15.0,2,3,2,3,低频用户,40-50
CUST_303324,110,66,99,1,12,0.0,22,29,42,17,17.0,14762.57,868.3864705882353,17.0,乐器,42,男,会员,大理白族自治州,0.6904761904761905,0.7586206896551724,0.7727272727272727,0.40476190476190477,71.0,4,4,4,4,低频用户,40-50
CUST_303391,65,53,61,1,12,0.0,14,10,30,11,10.0,7964.97,796.4970000000001,11.0,乐器,7,男,普通,三亚市,0.3333333333333333,1.4,0.7857142857142857,0.36666666666666664,20.0,2,2,2,2,沉睡用户,<20
CUST_303584,50,43,49,1,12,0.0,12,14,21,3,3.0,1744.79,581.5966666666667,3.0,文具,59,男,普通,新余市,0.6666666666666666,0.8571428571428571,0.25,0.14285714285714285,367.0,5,1,1,-3,沉睡用户,50-60
CUST_303592,107,66,100,1,12,0.0,23,32,38,14,14.0,10817.36,772.6685714285715,11.0,食品,46,女,会员,惠州市,0.8421052631578947,0.71875,0.6086956521739131,0.3684210526315789,37.0,4,3,3,2,沉睡用户,40-50
CUST_303596,93,63,84,1,12,0.0,26,21,31,15,15.0,11860.47,790.698,13.0,电子产品,43,男,会员,那曲市,0.6774193548387096,1.2380952380952381,0.5769230769230769,0.4838709677419355,79.0,5,3,4,2,沉睡用户,40-50
CUST_303626,41,36,41,1,12,0.0,7,14,15,5,5.0,4288.06,857.6120000000001,5.0,宠物用品,62,男,普通,舟山市,0.9333333333333333,0.5,0.7142857142857143,0.3333333333333333,163.0,5,1,1,-3,沉睡用户,60+
CUST_303632,107,64,100,1,12,0.0,19,36,34,18,18.0,12274.52,681.9177777777778,17.0,服装,46,女,会员,白山市,1.0588235294117647,0.5277777777777778,0.9473684210526315,0.5294117647058824,28.0,3,4,4,5,低频用户,40-50
CUST_303633,89,67,83,1,12,0.0,16,19,37,17,17.0,15481.38,910.6694117647058,15.0,电子产品,33,男,普通,油尖旺区,0.5135135135135135,0.8421052631578947,1.0625,0.4594594594594595,72.0,4,4,5,5,低频用户,30-40
CUST_303729,96,57,94,1,12,0.0,19,26,37,14,13.0,7531.16,579.3199999999999,12.0,运动器材,32,男,普通,普洱市,0.7027027027027027,0.7307692307692307,0.7368421052631579,0.3783783783783784,116.0,5,3,2,0,沉睡用户,30-40
CUST_303734,97,63,94,1,12,0.0,26,29,35,7,7.0,5173.34,739.0485714285714,7.0,电子产品,39,男,普通,克孜勒苏柯尔克孜自治州,0.8285714285714286,0.896551724137931,0.2692307692307692,0.2,67.0,4,1,1,-2,沉睡用户,30-40
CUST_303856,120,74,107,1,12,0.0,30,38,44,8,8.0,5804.88,725.61,8.0,宠物用品,52,女,会员,遵义市,0.8636363636363636,0.7894736842105263,0.26666666666666666,0.18181818181818182,46.0,4,1,1,-2,沉睡用户,50-60
CUST_304046,87,55,81,1,12,0.0,17,23,33,14,14.0,9265.18,661.7985714285714,13.0,珠宝首饰,61,女,会员,海口市,0.696969696969697,0.7391304347826086,0.8235294117647058,0.42424242424242425,77.0,5,3,3,1,沉睡用户,60+
CUST_304056,60,47,58,1,12,0.0,7,20,23,10,10.0,6468.68,646.868,9.0,电子产品,48,男,普通,武汉市,0.8695652173913043,0.35,1.4285714285714286,0.43478260869565216,15.0,2,2,2,2,沉睡用户,40-50
CUST_304078,112,69,107,1,12,0.0,15,28,43,26,25.0,16145.25,645.81,23.0,食品,37,女,普通,延边朝鲜族自治州,0.6511627906976745,0.5357142857142857,1.7333333333333334,0.6046511627906976,0.0,1,5,5,9,活跃用户,30-40
CUST_304347,44,36,43,1,10,0.0,7,12,17,8,8.0,6239.56,779.945,8.0,电子产品,47,男,普通,枣庄市,0.7058823529411765,0.5833333333333334,1.1428571428571428,0.47058823529411764,41.0,4,1,2,-1,沉睡用户,40-50
CUST_304498,116,70,101,1,12,0.0,31,22,38,25,25.0,15556.07,622.2428,22.0,服装,51,女,会员,武清区,0.5789473684210527,1.4090909090909092,0.8064516129032258,0.6578947368421053,13.0,2,5,5,8,普通用户,50-60
CUST_304673,40,31,40,1,12,0.0,7,16,14,3,3.0,3457.2,1152.3999999999999,2.0,运动器材,56,男,普通,绍兴市,1.1428571428571428,0.4375,0.42857142857142855,0.21428571428571427,101.0,5,1,1,-3,沉睡用户,50-60
CUST_304731,148,75,135,1,12,0.0,39,47,45,17,17.0,11709.8,688.8117647058823,16.0,服装,28,女,会员,黄大仙区,1.0444444444444445,0.8297872340425532,0.4358974358974359,0.37777777777777777,19.0,2,4,4,6,普通用户,20-30
CUST_304736,108,68,101,1,12,0.0,28,36,29,15,14.0,8293.29,592.3778571428572,15.0,珠宝首饰,38,女,普通,武威市,1.2413793103448276,0.7777777777777778,0.5357142857142857,0.5172413793103449,27.0,3,3,2,2,沉睡用户,30-40
CUST_304824,173,90,153,1,12,0.0,32,61,65,15,14.0,10423.539999999999,744.5385714285713,15.0,宠物用品,38,女,会员,绵阳市,0.9384615384615385,0.5245901639344263,0.46875,0.23076923076923078,7.0,1,3,3,5,低频用户,30-40
CUST_304847,102,62,90,1,12,0.0,22,30,35,15,15.0,10809.9,720.66,14.0,服装,42,男,会员,盘锦市,0.8571428571428571,0.7333333333333333,0.6818181818181818,0.42857142857142855,43.0,4,3,3,2,沉睡用户,40-50
CUST_304852,46,35,44,1,12,0.0,5,11,19,11,11.0,6958.73,632.6118181818182,11.0,宠物用品,18,女,普通,喀什市,0.5789473684210527,0.45454545454545453,2.2,0.5789473684210527,14.0,2,2,2,2,沉睡用户,<20
CUST_304862,132,78,123,1,12,0.0,24,46,42,20,20.0,14654.62,732.731,18.0,电子产品,32,男,会员,铁岭市,1.0952380952380953,0.5217391304347826,0.8333333333333334,0.47619047619047616,23.0,3,4,4,5,低频用户,30-40
CUST_304920,49,41,45,1,12,0.0,10,13,16,10,10.0,4319.97,431.997,10.0,健身器材,41,女,普通,济源市,0.8125,0.7692307692307693,1.0,0.625,100.0,5,2,1,-2,沉睡用户,40-50
CUST_304967,87,65,81,1,12,0.0,20,17,35,15,14.0,12233.61,873.8292857142858,14.0,电子产品,40,男,普通,高雄市,0.4857142857142857,1.1764705882352942,0.75,0.42857142857142855,32.0,3,3,4,4,低频用户,30-40
CUST_304987,36,30,35,2,11,0.0,8,14,12,2,2.0,2286.62,1143.31,2.0,服装,45,男,普通,黔南布依族苗族自治州,1.1666666666666667,0.5714285714285714,0.25,0.16666666666666666,190.0,5,1,1,-3,沉睡用户,40-50
CUST_305091,86,65,83,1,12,0.0,23,20,20,23,23.0,18137.0,788.5652173913044,21.0,电子产品,38,男,普通,泸州市,1.0,1.15,1.0,1.15,42.0,4,5,5,6,普通用户,30-40
CUST_305125,57,42,54,1,12,0.0,13,12,27,5,5.0,4609.15,921.8299999999999,5.0,化妆品,41,男,普通,伊春市,0.4444444444444444,1.0833333333333333,0.38461538461538464,0.18518518518518517,55.0,4,1,1,-2,沉睡用户,40-50
CUST_305160,96,62,89,1,12,0.0,20,27,31,18,18.0,9501.95,527.8861111111112,15.0,汽车配件,31,男,普通,河西区,0.8709677419354839,0.7407407407407407,0.9,0.5806451612903226,9.0,2,4,3,5,低频用户,30-40
CUST_305167,94,65,90,1,12,0.0,19,29,33,13,12.0,10028.84,835.7366666666667,12.0,化妆品,39,女,普通,嘉模堂区,0.8787878787878788,0.6551724137931034,0.6842105263157895,0.3939393939393939,18.0,2,2,3,3,低频用户,30-40
CUST_305280,137,72,126,1,12,0.0,22,45,48,22,22.0,14872.92,676.0418181818181,21.0,服装,35,女,会员,贺州市,0.9375,0.4888888888888889,1.0,0.4583333333333333,6.0,1,5,4,8,普通用户,30-40
CUST_305316,95,56,90,1,12,0.0,25,29,29,12,12.0,9630.56,802.5466666666666,10.0,服装,55,男,会员,江津区,1.0,0.8620689655172413,0.48,0.41379310344827586,113.0,5,2,3,0,沉睡用户,50-60
CUST_305328,52,42,49,1,11,0.0,13,15,16,8,8.0,6525.73,815.71625,8.0,健身器材,55,男,普通,蚌埠市,0.9375,0.8666666666666667,0.6153846153846154,0.5,6.0,1,1,2,2,沉睡用户,50-60
CUST_305342,86,59,78,1,12,0.0,19,31,22,14,14.0,12330.54,880.7528571428572,13.0,电子产品,32,男,普通,定西市,1.4090909090909092,0.6129032258064516,0.7368421052631579,0.6363636363636364,7.0,1,3,4,6,普通用户,30-40
CUST_305354,50,38,49,1,12,0.0,10,14,17,9,9.0,6405.4400000000005,711.7155555555556,7.0,电子产品,48,男,普通,衡阳市,0.8235294117647058,0.7142857142857143,0.9,0.5294117647058824,14.0,2,2,2,2,沉睡用户,40-50
CUST_305379,114,72,100,1,12,0.0,19,31,51,13,12.0,10738.5,894.875,12.0,服装,32,女,普通,辽阳市,0.6078431372549019,0.6129032258064516,0.6842105263157895,0.2549019607843137,36.0,3,2,3,2,沉睡用户,30-40
CUST_305395,145,82,134,1,12,0.0,35,36,57,17,17.0,11233.3,660.7823529411764,14.0,电子产品,39,男,会员,长宁区,0.631578947368421,0.9722222222222222,0.4857142857142857,0.2982456140350877,14.0,2,4,3,5,低频用户,30-40
CUST_305471,92,57,90,1,12,0.0,22,30,30,10,10.0,7191.76,719.176,9.0,电子产品,21,男,普通,亳州市,1.0,0.7333333333333333,0.45454545454545453,0.3333333333333333,36.0,3,2,2,1,沉睡用户,20-30
CUST_305511,138,74,124,1,12,0.0,33,40,42,23,22.0,16860.78,766.3990909090909,21.0,电子产品,35,男,会员,密云区,0.9523809523809523,0.825,0.696969696969697,0.5476190476190477,14.0,2,5,5,8,普通用户,30-40
CUST_305532,93,60,83,1,12,0.0,23,26,37,7,6.0,5035.17,839.195,7.0,运动器材,44,女,会员,儋州市,0.7027027027027027,0.8846153846153846,0.30434782608695654,0.1891891891891892,148.0,5,1,1,-3,沉睡用户,40-50
CUST_305564,52,42,49,1,12,0.0,17,11,19,5,5.0,5076.09,1015.2180000000001,4.0,化妆品,52,女,普通,西双版纳傣族自治州,0.5789473684210527,1.5454545454545454,0.29411764705882354,0.2631578947368421,112.0,5,1,1,-3,沉睡用户,50-60
CUST_305592,32,28,32,1,12,0.0,8,10,11,3,3.0,2316.4500000000003,772.1500000000001,3.0,健身器材,52,男,普通,铜陵市,0.9090909090909091,0.8,0.375,0.2727272727272727,236.0,5,1,1,-3,沉睡用户,50-60
CUST_305621,53,43,50,1,12,0.0,19,12,16,6,6.0,4641.12,773.52,5.0,化妆品,48,女,普通,石嘴山市,0.75,1.5833333333333333,0.3157894736842105,0.375,144.0,5,1,1,-3,沉睡用户,40-50
CUST_305729,93,61,86,1,12,0.0,23,21,35,14,14.0,8897.95,635.5678571428572,12.0,电子产品,40,男,普通,新竹市,0.6,1.0952380952380953,0.6086956521739131,0.4,15.0,2,3,2,3,低频用户,30-40
CUST_305735,94,60,86,1,12,0.0,15,32,34,13,12.0,9097.41,758.1175,13.0,宠物用品,40,女,普通,吐鲁番市,0.9411764705882353,0.46875,0.8666666666666667,0.38235294117647056,22.0,3,2,3,2,沉睡用户,30-40
CUST_305753,97,64,92,1,12,0.0,22,35,30,10,10.0,6300.1,630.01,8.0,运动器材,28,男,普通,廊坊市,1.1666666666666667,0.6285714285714286,0.45454545454545453,0.3333333333333333,0.0,1,2,2,3,低频用户,20-30
CUST_305805,84,57,73,1,12,0.0,17,22,31,14,14.0,10297.16,735.5114285714286,13.0,化妆品,39,女,普通,汕头市,0.7096774193548387,0.7727272727272727,0.8235294117647058,0.45161290322580644,11.0,2,3,3,4,低频用户,30-40
CUST_305808,87,54,80,1,12,0.0,21,17,38,11,11.0,8897.91,808.9009090909091,10.0,电子产品,25,男,普通,连云港市,0.4473684210526316,1.2352941176470589,0.5238095238095238,0.2894736842105263,30.0,3,2,2,1,沉睡用户,20-30
CUST_305832,100,63,91,1,12,0.0,24,28,36,12,11.0,9680.36,880.0327272727274,11.0,汽车配件,39,男,普通,盐城市,0.7777777777777778,0.8571428571428571,0.5,0.3333333333333333,40.0,4,2,3,1,沉睡用户,30-40
CUST_305905,149,80,116,1,12,0.0,29,42,51,27,27.0,21721.8,804.5111111111111,25.0,电子产品,33,男,会员,扬州市,0.8235294117647058,0.6904761904761905,0.9310344827586207,0.5294117647058824,1.0,1,5,5,9,活跃用户,30-40
CUST_306027,98,63,91,1,12,0.0,23,32,28,15,15.0,10132.79,675.5193333333334,13.0,电子产品,44,男,会员,泸州市,1.1428571428571428,0.71875,0.6521739130434783,0.5357142857142857,44.0,4,3,3,2,沉睡用户,40-50
CUST_306032,58,39,51,1,12,0.0,16,17,15,10,9.0,6560.32,728.9244444444444,9.0,宠物用品,48,女,普通,三亚市,1.1333333333333333,0.9411764705882353,0.625,0.6666666666666666,44.0,4,2,2,0,沉睡用户,40-50
CUST_306063,152,88,133,1,12,0.0,34,40,57,21,21.0,16837.72,801.7961904761905,21.0,电子产品,39,男,会员,佳木斯市,0.7017543859649122,0.85,0.6176470588235294,0.3684210526315789,27.0,3,5,5,7,普通用户,30-40
CUST_306103,109,66,95,1,12,0.0,30,26,41,12,12.0,7257.44,604.7866666666666,12.0,运动器材,35,男,普通,玉溪市,0.6341463414634146,1.1538461538461537,0.4,0.2926829268292683,1.0,1,2,2,3,低频用户,30-40
CUST_306144,54,43,53,1,12,0.0,13,13,19,9,9.0,5803.15,644.7944444444444,9.0,珠宝首饰,42,女,普通,江津区,0.6842105263157895,1.0,0.6923076923076923,0.47368421052631576,116.0,5,2,1,-2,沉睡用户,40-50
CUST_306333,111,62,103,1,12,0.0,23,37,38,13,13.0,9351.79,719.3684615384616,12.0,宠物用品,45,女,会员,风顺堂区,0.9736842105263158,0.6216216216216216,0.5652173913043478,0.34210526315789475,1.0,1,3,3,5,低频用户,40-50
CUST_306385,94,63,86,1,12,0.0,13,25,40,16,16.0,12039.71,752.481875,16.0,服装,46,女,会员,安顺市,0.625,0.52,1.2307692307692308,0.4,32.0,3,3,4,4,低频用户,40-50
CUST_306414,109,70,101,1,12,0.0,14,29,50,16,15.0,12208.9,813.9266666666666,14.0,汽车配件,48,男,会员,桃园市,0.58,0.4827586206896552,1.1428571428571428,0.32,22.0,3,3,4,4,低频用户,40-50
CUST_306474,100,60,89,1,12,0.0,18,33,37,12,12.0,8009.37,667.4475,11.0,服装,42,女,会员,未知,0.8918918918918919,0.5454545454545454,0.6666666666666666,0.32432432432432434,82.0,5,2,2,-1,沉睡用户,40-50
CUST_306516,111,67,105,1,12,0.0,27,33,35,16,16.0,9744.39,609.024375,14.0,化妆品,48,女,会员,晋城市,0.9428571428571428,0.8181818181818182,0.5925925925925926,0.45714285714285713,21.0,3,3,3,3,低频用户,40-50
CUST_306561,101,72,94,1,12,0.0,19,30,39,13,13.0,8798.95,676.8423076923077,13.0,服装,36,男,普通,未知,0.7692307692307693,0.6333333333333333,0.6842105263157895,0.3333333333333333,87.0,5,3,2,0,沉睡用户,30-40
CUST_306588,130,79,121,1,12,0.0,23,38,44,25,22.0,17194.38,781.5627272727273,21.0,化妆品,39,女,会员,辽阳市,0.8636363636363636,0.6052631578947368,1.0869565217391304,0.5681818181818182,15.0,2,5,5,8,普通用户,30-40
CUST_306619,87,58,84,1,12,0.0,20,31,25,11,11.0,7395.0,672.2727272727273,10.0,乐器,36,男,普通,聊城市,1.24,0.6451612903225806,0.55,0.44,317.0,5,2,2,-1,沉睡用户,30-40
CUST_306627,111,70,102,1,12,0.0,20,30,44,17,17.0,12246.21,720.365294117647,15.0,食品,45,女,会员,泉州市,0.6818181818181818,0.6666666666666666,0.85,0.38636363636363635,34.0,3,4,4,5,低频用户,40-50
CUST_306669,47,33,45,1,12,0.0,8,13,21,5,5.0,3109.6899999999996,621.9379999999999,5.0,乐器,42,女,普通,西贡区,0.6190476190476191,0.6153846153846154,0.625,0.23809523809523808,85.0,5,1,1,-3,沉睡用户,40-50
CUST_306689,45,33,44,1,12,0.0,13,16,13,3,3.0,1856.77,618.9233333333333,3.0,化妆品,65,女,普通,渭南市,1.2307692307692308,0.8125,0.23076923076923078,0.23076923076923078,17.0,2,1,1,0,沉睡用户,60+
CUST_306709,82,53,72,1,12,0.0,21,33,15,13,13.0,10393.76,799.52,13.0,汽车配件,49,男,会员,襄阳市,2.2,0.6363636363636364,0.6190476190476191,0.8666666666666667,65.0,4,3,3,2,沉睡用户,40-50
CUST_306750,107,71,99,1,12,0.0,22,33,37,15,15.0,11786.300000000001,785.7533333333334,13.0,服装,45,女,会员,黄山市,0.8918918918918919,0.6666666666666666,0.6818181818181818,0.40540540540540543,13.0,2,3,4,5,低频用户,40-50
CUST_306756,116,71,109,1,12,0.0,19,33,44,20,20.0,13773.04,688.652,18.0,电子产品,37,男,普通,油尖旺区,0.75,0.5757575757575758,1.0526315789473684,0.45454545454545453,30.0,3,4,4,5,低频用户,30-40
CUST_306840,160,85,135,1,12,0.0,31,47,57,25,25.0,20173.41,806.9364,21.0,服装,35,女,会员,东营市,0.8245614035087719,0.6595744680851063,0.8064516129032258,0.43859649122807015,11.0,2,5,5,8,普通用户,30-40
CUST_306908,112,71,102,1,12,0.0,19,38,40,15,15.0,10257.95,683.8633333333333,14.0,汽车配件,50,男,会员,普陀区,0.95,0.5,0.7894736842105263,0.375,3.0,1,3,3,5,低频用户,40-50
CUST_306911,53,41,49,1,12,0.0,16,18,7,12,12.0,7034.68,586.2233333333334,10.0,运动器材,43,男,普通,青浦区,2.5714285714285716,0.8888888888888888,0.75,1.7142857142857142,93.0,5,2,2,-1,沉睡用户,40-50
CUST_306964,151,82,134,1,12,0.0,30,50,54,17,17.0,13373.52,786.6776470588236,14.0,服装,35,女,会员,黄山市,0.9259259259259259,0.6,0.5666666666666667,0.3148148148148148,73.0,4,4,4,4,低频用户,30-40
CUST_306981,95,60,89,1,12,0.0,21,33,31,10,10.0,7166.48,716.6479999999999,10.0,宠物用品,43,女,会员,阿克苏市,1.064516129032258,0.6363636363636364,0.47619047619047616,0.3225806451612903,22.0,3,2,2,1,沉睡用户,40-50
CUST_307056,86,56,78,1,12,0.0,17,21,34,14,13.0,11297.82,869.0630769230769,14.0,化妆品,33,女,普通,恩施土家族苗族自治州,0.6176470588235294,0.8095238095238095,0.8235294117647058,0.4117647058823529,14.0,2,3,3,4,低频用户,30-40
CUST_307172,116,76,102,1,12,0.0,25,25,41,25,24.0,17745.79,739.4079166666667,23.0,服装,33,女,普通,钦州市,0.6097560975609756,1.0,1.0,0.6097560975609756,27.0,3,5,5,7,普通用户,30-40
CUST_307174,37,29,37,1,12,0.0,6,11,12,8,7.0,4584.92,654.9885714285714,8.0,化妆品,48,女,普通,南岸区,0.9166666666666666,0.5454545454545454,1.3333333333333333,0.6666666666666666,208.0,5,1,1,-3,沉睡用户,40-50
CUST_307258,99,64,90,1,12,0.0,24,26,34,15,15.0,11934.869999999999,795.6579999999999,14.0,电子产品,40,男,普通,盘锦市,0.7647058823529411,0.9230769230769231,0.625,0.4411764705882353,1.0,1,3,4,6,普通用户,30-40
CUST_307301,93,57,84,1,12,0.0,16,20,41,16,15.0,12749.49,849.966,15.0,化妆品,36,女,普通,黔东南苗族侗族自治州,0.4878048780487805,0.8,1.0,0.3902439024390244,12.0,2,3,4,5,低频用户,30-40
CUST_307430,104,67,95,1,12,0.0,17,33,36,18,17.0,9438.51,555.2064705882353,17.0,宠物用品,47,女,会员,兰州市,0.9166666666666666,0.5151515151515151,1.0588235294117647,0.5,55.0,4,4,3,3,低频用户,40-50
CUST_307434,61,47,58,1,12,0.0,14,15,21,11,11.0,7807.889999999999,709.8081818181818,9.0,运动器材,44,男,普通,青浦区,0.7142857142857143,0.9333333333333333,0.7857142857142857,0.5238095238095238,1.0,1,2,2,3,低频用户,40-50
CUST_307445,129,75,114,1,12,0.0,28,34,47,20,20.0,14072.08,703.604,19.0,服装,40,女,会员,永州市,0.723404255319149,0.8235294117647058,0.7142857142857143,0.425531914893617,9.0,2,4,4,6,普通用户,30-40
CUST_307519,105,68,99,1,12,0.0,25,30,40,10,9.0,6505.51,722.8344444444444,10.0,乐器,23,女,普通,东营市,0.75,0.8333333333333334,0.4,0.25,29.0,3,2,2,1,沉睡用户,20-30
CUST_307549,81,52,79,1,12,0.0,25,16,25,15,15.0,8659.4,577.2933333333333,13.0,服装,28,女,普通,枣庄市,0.64,1.5625,0.6,0.6,23.0,3,3,2,2,沉睡用户,20-30
CUST_307668,165,97,149,1,12,0.0,37,32,73,23,23.0,16504.93,717.6056521739131,19.0,服装,34,男,会员,玉溪市,0.4383561643835616,1.15625,0.6216216216216216,0.3150684931506849,14.0,2,5,5,8,普通用户,30-40
CUST_307802,98,57,89,1,12,0.0,21,26,38,13,12.0,8380.49,698.3741666666666,12.0,服装,22,男,普通,乐东黎族自治县,0.6842105263157895,0.8076923076923077,0.6190476190476191,0.34210526315789475,97.0,5,2,2,-1,沉睡用户,20-30
CUST_307844,160,85,145,1,12,0.0,36,38,61,25,25.0,17503.82,700.1528,21.0,食品,30,女,会员,杭州市,0.6229508196721312,0.9473684210526315,0.6944444444444444,0.4098360655737705,1.0,1,5,5,9,活跃用户,20-30
CUST_307849,152,83,138,1,12,0.0,31,49,46,26,26.0,19781.7,760.8346153846154,23.0,服装,36,男,会员,东营市,1.065217391304348,0.6326530612244898,0.8387096774193549,0.5652173913043478,9.0,2,5,5,8,普通用户,30-40
CUST_307894,43,38,41,1,12,0.0,6,13,14,10,10.0,5813.18,581.318,10.0,健身器材,56,男,普通,唐山市,0.9285714285714286,0.46153846153846156,1.6666666666666667,0.7142857142857143,72.0,4,2,1,-1,沉睡用户,50-60
CUST_307899,88,56,80,1,12,0.0,20,28,29,11,10.0,6993.5,699.35,10.0,服装,133,女,会员,阿里地区,0.9655172413793104,0.7142857142857143,0.55,0.3793103448275862,36.0,3,2,2,1,沉睡用户,
CUST_307918,132,78,121,1,12,0.0,23,43,47,19,19.0,12011.5,632.1842105263158,17.0,宠物用品,39,女,会员,塔城地区,0.9148936170212766,0.5348837209302325,0.8260869565217391,0.40425531914893614,20.0,2,4,4,6,普通用户,30-40
CUST_307924,106,69,97,1,12,0.0,20,28,42,16,15.0,12874.4,858.2933333333333,16.0,化妆品,26,女,普通,衡水市,0.6666666666666666,0.7142857142857143,0.8,0.38095238095238093,8.0,1,3,4,6,普通用户,20-30
CUST_307997,142,85,131,1,12,0.0,32,50,44,16,16.0,10463.539999999999,653.9712499999999,14.0,家具,36,男,会员,济南市,1.1363636363636365,0.64,0.5,0.36363636363636365,20.0,2,3,3,4,低频用户,30-40
CUST_308030,142,71,132,1,12,0.0,26,41,51,24,23.0,15400.17,669.5726086956522,22.0,服装,31,女,会员,虹口区,0.803921568627451,0.6341463414634146,0.9230769230769231,0.47058823529411764,36.0,3,5,5,7,普通用户,30-40
CUST_308066,84,59,75,1,12,0.0,17,26,34,7,7.0,5079.27,725.61,7.0,文具,47,男,会员,昌吉回族自治州,0.7647058823529411,0.6538461538461539,0.4117647058823529,0.20588235294117646,27.0,3,1,1,-1,沉睡用户,40-50
CUST_308094,97,64,92,1,12,0.0,18,28,36,15,15.0,12450.92,830.0613333333333,15.0,宠物用品,29,男,普通,和田市,0.7777777777777778,0.6428571428571429,0.8333333333333334,0.4166666666666667,3.0,1,3,4,6,普通用户,20-30
CUST_308132,125,73,107,1,12,0.0,27,37,48,13,13.0,11674.3,898.0230769230768,13.0,运动器材,44,男,会员,密云区,0.7708333333333334,0.7297297297297297,0.48148148148148145,0.2708333333333333,74.0,4,3,4,3,低频用户,40-50
